order_id,order_date,customer_id,customer_name,product_id,product_names,categories,quantity,price,total
31631,2020-11-22,695,Customer_10074,203,Chair,Office,3,96.56,289.68
31632,2018-08-19,295,Customer_23794,208,Notebook,Stationery,1,77.08,77.08
31633,2018-06-28,252,Customer_14290,205,Printer,Electronics,5,83.5,417.5
31634,2011-09-11,791,Customer_30212,202,Desk,Office,4,98.7,394.8
31635,2019-08-04,362,Customer_944,203,Chair,Office,5,72.19,360.95
31636,2010-08-05,903,Customer_16571,202,Desk,Office,5,49.26,246.29999999999998
31637,2014-07-08,538,Customer_30833,203,Chair,Office,8,59.7,477.6
31638,2020-08-04,679,Customer_12237,203,Chair,Office,5,34.77,173.85000000000002
31639,2010-06-21,131,Customer_3419,210,Cabinet,Office,4,91.59,366.36
31640,2018-03-11,171,Customer_20294,206,Paper,Stationery,8,93.74,749.92
31641,2014-06-25,155,Customer_1941,209,Coffee Maker,Electronics,10,79.24,792.4
31642,2011-10-10,459,Customer_290,208,Notebook,Stationery,7,41.34,289.38
31643,2021-08-09,251,Customer_21860,210,Cabinet,Office,10,22.09,220.9
31644,2014-05-07,848,Customer_13557,204,Monitor,Electronics,6,36.39,218.34
31645,2014-07-04,866,Customer_24289,208,Notebook,Stationery,7,79.65,557.5500000000001
31646,2020-09-29,841,Customer_2890,207,Pen,Stationery,5,90.11,450.55
31647,2013-03-26,578,Customer_29054,200,Laptop,Electronics,5,21.9,109.5
31648,2018-01-20,293,Customer_13994,202,Desk,Office,5,79.19,395.95
31649,2010-07-14,946,Customer_20582,205,Printer,Electronics,2,85.62,171.24
31650,2022-06-15,995,Customer_5756,209,Coffee Maker,Electronics,1,93.5,93.5
31651,2010-01-16,400,Customer_3209,206,Paper,Stationery,5,6.61,33.050000000000004
31652,2020-06-25,668,Customer_23605,208,Notebook,Stationery,9,49.49,445.41
31653,2012-09-16,861,Customer_25729,201,Smartphone,Electronics,6,61.23,367.38
31654,2019-09-21,778,Customer_4450,200,Laptop,Electronics,10,83.97,839.7
31655,2018-05-19,440,Customer_32159,205,Printer,Electronics,9,71.63,644.67
31656,2011-05-12,139,Customer_7744,202,Desk,Office,10,84.8,848.0
31657,2019-05-28,249,Customer_4029,210,Cabinet,Office,9,97.02,873.18
31658,2010-01-19,516,Customer_21456,206,Paper,Stationery,5,77.69,388.45
31659,2022-01-13,881,Customer_25016,200,Laptop,Electronics,5,68.49,342.45
31660,2015-05-18,263,Customer_4897,202,Desk,Office,8,80.62,644.96
31661,2011-09-05,258,Customer_31177,204,Monitor,Electronics,4,55.67,222.68
31662,2023-11-09,953,Customer_19924,200,Laptop,Electronics,6,9.15,54.900000000000006
31663,2015-07-21,936,Customer_29121,200,Laptop,Electronics,8,66.82,534.56
31664,2012-04-22,778,Customer_32192,203,Chair,Office,7,76.61,536.27
31665,2022-01-23,900,Customer_7089,207,Pen,Stationery,3,89.87,269.61
31666,2023-03-11,425,Customer_22316,206,Paper,Stationery,2,43.38,86.76
31667,2015-08-18,768,Customer_2999,203,Chair,Office,6,55.08,330.48
31668,2019-10-23,710,Customer_5710,211,Plastic Cups,Sundry,2,29.96,59.92
31669,2011-12-23,166,Customer_25138,209,Coffee Maker,Electronics,5,41.11,205.55
31670,2015-05-25,397,Customer_30939,202,Desk,Office,4,20.01,80.04
31671,2022-08-10,427,Customer_25088,208,Notebook,Stationery,6,84.82,508.91999999999996
31672,2021-05-04,320,Customer_19559,208,Notebook,Stationery,7,69.06,483.42
31673,2023-03-14,433,Customer_18614,206,Paper,Stationery,9,50.88,457.92
31674,2014-05-11,220,Customer_17475,211,Plastic Cups,Sundry,8,96.68,773.44
31675,2010-08-04,451,Customer_3754,204,Monitor,Electronics,9,5.58,50.22
31676,2020-02-01,306,Customer_30596,210,Cabinet,Office,3,87.09,261.27
31677,2022-07-11,284,Customer_3516,200,Laptop,Electronics,3,50.6,151.8
31678,2020-06-03,447,Customer_10175,206,Paper,Stationery,10,52.55,525.5
31679,2013-04-09,477,Customer_9669,211,Plastic Cups,Sundry,1,51.67,51.67
31680,2015-12-25,316,Customer_9594,207,Pen,Stationery,7,86.08,602.56
31681,2020-12-29,398,Customer_9740,208,Notebook,Stationery,7,3.21,22.47
31682,2014-01-16,221,Customer_3655,208,Notebook,Stationery,6,45.32,271.92
31683,2016-06-01,130,Customer_10996,204,Monitor,Electronics,6,96.66,579.96
31684,2013-09-29,525,Customer_24825,204,Monitor,Electronics,5,49.91,249.54999999999998
31685,2018-08-20,298,Customer_29867,209,Coffee Maker,Electronics,6,31.09,186.54
31686,2012-11-29,507,Customer_5195,203,Chair,Office,1,74.9,74.9
31687,2011-05-24,637,Customer_24589,211,Plastic Cups,Sundry,4,39.38,157.52
31688,2019-04-01,163,Customer_30688,200,Laptop,Electronics,7,23.62,165.34
31689,2015-04-06,808,Customer_28214,208,Notebook,Stationery,8,49.64,397.12
31690,2021-12-24,978,Customer_20255,207,Pen,Stationery,4,40.95,163.8
31691,2017-11-05,220,Customer_18015,210,Cabinet,Office,2,5.65,11.3
31692,2022-08-17,522,Customer_30149,206,Paper,Stationery,9,5.39,48.51
31693,2015-07-08,326,Customer_32187,204,Monitor,Electronics,5,11.65,58.25
31694,2011-02-01,468,Customer_3667,209,Coffee Maker,Electronics,3,2.45,7.3500000000000005
31695,2018-02-24,403,Customer_20163,204,Monitor,Electronics,6,43.66,261.96
31696,2015-04-08,673,Customer_18786,210,Cabinet,Office,6,63.65,381.9
31697,2020-04-24,895,Customer_16731,209,Coffee Maker,Electronics,4,74.78,299.12
31698,2020-04-07,685,Customer_3773,206,Paper,Stationery,10,70.24,702.4
31699,2017-11-25,212,Customer_15118,211,Plastic Cups,Sundry,10,50.19,501.9
31700,2022-11-12,218,Customer_25625,208,Notebook,Stationery,7,28.02,196.14
31701,2010-11-27,785,Customer_2935,211,Plastic Cups,Sundry,3,66.39,199.17000000000002
31702,2011-11-03,122,Customer_5076,205,Printer,Electronics,7,33.76,236.32
31703,2023-06-21,707,Customer_17008,210,Cabinet,Office,8,20.41,163.28
31704,2012-08-15,425,Customer_9248,201,Smartphone,Electronics,7,82.03,574.21
31705,2016-12-03,207,Customer_32155,205,Printer,Electronics,4,27.67,110.68
31706,2021-08-04,238,Customer_9028,210,Cabinet,Office,10,11.95,119.5
31707,2019-06-02,972,Customer_13872,208,Notebook,Stationery,10,82.85,828.5
31708,2011-09-13,583,Customer_32453,207,Pen,Stationery,6,16.93,101.58
31709,2014-08-17,858,Customer_18342,201,Smartphone,Electronics,1,29.02,29.02
31710,2014-04-16,679,Customer_18071,200,Laptop,Electronics,6,37.19,223.14
31711,2013-05-07,977,Customer_25024,205,Printer,Electronics,6,65.41,392.46
31712,2023-08-29,177,Customer_23795,204,Monitor,Electronics,1,71.68,71.68
31713,2021-02-21,211,Customer_17365,206,Paper,Stationery,2,74.94,149.88
31714,2015-03-10,641,Customer_904,206,Paper,Stationery,10,18.73,187.3
31715,2011-12-05,140,Customer_15060,201,Smartphone,Electronics,3,99.46,298.38
31716,2019-07-05,959,Customer_8092,206,Paper,Stationery,6,57.17,343.02
31717,2013-04-23,300,Customer_18685,205,Printer,Electronics,4,64.74,258.96
31718,2015-09-03,177,Customer_16949,208,Notebook,Stationery,8,94.1,752.8
31719,2018-07-13,114,Customer_28002,200,Laptop,Electronics,5,72.63,363.15
31720,2012-05-07,486,Customer_16478,208,Notebook,Stationery,4,79.45,317.8
31721,2023-10-07,601,Customer_1820,205,Printer,Electronics,9,49.81,448.29
31722,2011-09-16,978,Customer_2862,209,Coffee Maker,Electronics,3,55.0,165.0
31723,2023-05-22,883,Customer_27652,200,Laptop,Electronics,6,76.94,461.64
31724,2023-03-12,465,Customer_3764,209,Coffee Maker,Electronics,4,20.52,82.08
31725,2014-12-16,242,Customer_30864,203,Chair,Office,9,17.07,153.63
31726,2016-11-13,677,Customer_29485,207,Pen,Stationery,4,95.55,382.2
31727,2012-09-08,192,Customer_26889,205,Printer,Electronics,1,83.12,83.12
31728,2018-01-24,777,Customer_2126,204,Monitor,Electronics,10,67.8,678.0
31729,2022-01-06,677,Customer_30625,210,Cabinet,Office,5,83.37,416.85
31730,2015-02-02,505,Customer_10478,204,Monitor,Electronics,6,29.54,177.24
31731,2014-11-06,220,Customer_26868,210,Cabinet,Office,7,55.78,390.46000000000004
31732,2010-06-11,416,Customer_5648,203,Chair,Office,5,44.2,221.0
31733,2017-06-09,915,Customer_21099,209,Coffee Maker,Electronics,10,25.71,257.1
31734,2013-12-23,484,Customer_11173,210,Cabinet,Office,3,72.12,216.36
31735,2019-10-23,573,Customer_13007,205,Printer,Electronics,1,31.41,31.41
31736,2020-05-30,863,Customer_9422,201,Smartphone,Electronics,3,65.1,195.29999999999998
31737,2011-05-29,172,Customer_24309,206,Paper,Stationery,3,34.35,103.05000000000001
31738,2017-07-04,286,Customer_16471,207,Pen,Stationery,10,84.48,844.8000000000001
31739,2016-01-04,968,Customer_2302,202,Desk,Office,8,25.92,207.36
31740,2015-12-24,728,Customer_7530,201,Smartphone,Electronics,6,76.82,460.91999999999996
31741,2018-01-31,989,Customer_7941,200,Laptop,Electronics,3,68.37,205.11
31742,2020-03-23,879,Customer_32628,207,Pen,Stationery,4,65.43,261.72
31743,2012-05-19,961,Customer_28529,210,Cabinet,Office,4,17.95,71.8
31744,2023-03-04,289,Customer_29771,211,Plastic Cups,Sundry,9,22.06,198.54
31745,2017-01-20,302,Customer_30987,203,Chair,Office,1,98.35,98.35
31746,2016-10-28,460,Customer_13564,202,Desk,Office,2,78.76,157.52
31747,2014-03-29,447,Customer_21031,205,Printer,Electronics,10,42.55,425.5
31748,2010-03-01,922,Customer_26839,200,Laptop,Electronics,9,66.28,596.52
31749,2010-07-04,809,Customer_21795,210,Cabinet,Office,8,88.74,709.92
31750,2010-06-11,466,Customer_12194,200,Laptop,Electronics,4,51.61,206.44
31751,2020-02-15,828,Customer_29605,204,Monitor,Electronics,5,6.37,31.85
31752,2019-09-14,515,Customer_21807,209,Coffee Maker,Electronics,6,35.89,215.34
31753,2013-11-03,286,Customer_5405,204,Monitor,Electronics,10,13.93,139.3
31754,2022-06-01,355,Customer_19060,211,Plastic Cups,Sundry,3,20.46,61.38
31755,2013-09-26,743,Customer_29067,205,Printer,Electronics,10,77.78,777.8
31756,2019-06-03,919,Customer_29469,206,Paper,Stationery,10,17.98,179.8
31757,2016-09-08,320,Customer_8162,200,Laptop,Electronics,5,35.06,175.3
31758,2012-04-20,385,Customer_32395,202,Desk,Office,6,11.07,66.42
31759,2019-09-23,721,Customer_26737,208,Notebook,Stationery,10,91.18,911.8000000000001
31760,2023-12-04,406,Customer_20393,203,Chair,Office,10,76.24,762.4
31761,2013-11-15,290,Customer_19154,203,Chair,Office,5,30.32,151.6
31762,2016-04-30,612,Customer_14209,203,Chair,Office,2,35.36,70.72
31763,2023-06-01,377,Customer_6363,202,Desk,Office,9,61.92,557.28
31764,2016-04-25,870,Customer_31431,205,Printer,Electronics,6,73.14,438.84000000000003
31765,2015-02-06,395,Customer_6511,210,Cabinet,Office,7,23.4,163.79999999999998
31766,2022-11-27,780,Customer_12759,203,Chair,Office,1,28.61,28.61
31767,2022-11-11,517,Customer_22067,202,Desk,Office,2,68.55,137.1
31768,2016-12-18,431,Customer_29164,210,Cabinet,Office,9,42.72,384.48
31769,2014-03-10,751,Customer_28322,209,Coffee Maker,Electronics,1,76.19,76.19
31770,2015-01-15,449,Customer_25965,207,Pen,Stationery,1,51.17,51.17
31771,2011-02-19,275,Customer_18564,208,Notebook,Stationery,9,75.68,681.1200000000001
31772,2015-05-28,501,Customer_9772,203,Chair,Office,2,75.18,150.36
31773,2019-06-13,777,Customer_29051,210,Cabinet,Office,1,21.84,21.84
31774,2011-06-10,615,Customer_4134,201,Smartphone,Electronics,5,39.97,199.85
31775,2019-08-22,513,Customer_2172,207,Pen,Stationery,6,91.34,548.04
31776,2015-01-05,585,Customer_4750,205,Printer,Electronics,9,11.99,107.91
31777,2019-09-19,759,Customer_26005,208,Notebook,Stationery,4,69.0,276.0
31778,2017-10-19,972,Customer_5384,205,Printer,Electronics,10,26.75,267.5
31779,2017-07-08,862,Customer_13386,205,Printer,Electronics,2,70.91,141.82
31780,2013-05-11,433,Customer_25650,208,Notebook,Stationery,8,9.22,73.76
31781,2020-07-27,956,Customer_24307,210,Cabinet,Office,6,74.46,446.76
31782,2020-08-14,420,Customer_31433,208,Notebook,Stationery,4,22.46,89.84
31783,2019-05-18,591,Customer_9900,210,Cabinet,Office,9,4.88,43.92
31784,2011-06-07,348,Customer_25879,201,Smartphone,Electronics,3,20.31,60.92999999999999
31785,2011-02-16,843,Customer_12015,207,Pen,Stationery,9,51.02,459.18
31786,2015-10-11,277,Customer_14996,201,Smartphone,Electronics,7,56.35,394.45
31787,2013-03-18,833,Customer_5340,200,Laptop,Electronics,7,4.11,28.770000000000003
31788,2018-06-22,178,Customer_5786,208,Notebook,Stationery,3,81.68,245.04000000000002
31789,2018-01-28,588,Customer_12096,206,Paper,Stationery,5,71.39,356.95
31790,2023-02-24,881,Customer_21820,204,Monitor,Electronics,1,10.78,10.78
31791,2012-11-22,561,Customer_14753,205,Printer,Electronics,2,39.31,78.62
31792,2017-02-20,980,Customer_11457,204,Monitor,Electronics,1,91.0,91.0
31793,2016-04-03,543,Customer_32735,204,Monitor,Electronics,7,50.67,354.69
31794,2020-07-01,501,Customer_32624,207,Pen,Stationery,5,3.06,15.3
31795,2011-12-31,187,Customer_27180,210,Cabinet,Office,1,36.4,36.4
31796,2019-12-04,281,Customer_9786,206,Paper,Stationery,10,7.19,71.9
31797,2019-10-26,748,Customer_3496,208,Notebook,Stationery,4,72.78,291.12
31798,2010-01-31,273,Customer_9522,204,Monitor,Electronics,9,53.79,484.11
31799,2015-09-24,719,Customer_21184,202,Desk,Office,4,93.18,372.72
31800,2018-09-27,595,Customer_6614,203,Chair,Office,4,72.51,290.04
31801,2013-01-21,841,Customer_29305,200,Laptop,Electronics,3,53.77,161.31
31802,2017-01-03,912,Customer_9624,204,Monitor,Electronics,8,5.03,40.24
31803,2011-11-22,532,Customer_23054,207,Pen,Stationery,2,42.59,85.18
31804,2013-07-19,982,Customer_4251,209,Coffee Maker,Electronics,9,59.24,533.16
31805,2017-11-22,488,Customer_11287,209,Coffee Maker,Electronics,9,88.58,797.22
31806,2018-05-10,976,Customer_28526,202,Desk,Office,10,27.81,278.09999999999997
31807,2013-08-02,174,Customer_9393,208,Notebook,Stationery,6,22.53,135.18
31808,2016-09-14,789,Customer_10672,203,Chair,Office,7,16.39,114.73
31809,2015-09-07,841,Customer_18944,200,Laptop,Electronics,6,40.41,242.45999999999998
31810,2021-03-31,344,Customer_18242,204,Monitor,Electronics,2,58.09,116.18
31811,2021-03-30,165,Customer_9811,202,Desk,Office,1,37.13,37.13
31812,2015-11-14,390,Customer_10176,205,Printer,Electronics,2,40.23,80.46
31813,2019-02-10,610,Customer_21387,201,Smartphone,Electronics,10,41.32,413.2
31814,2021-02-20,595,Customer_13304,203,Chair,Office,3,84.38,253.14
31815,2015-07-24,974,Customer_27554,200,Laptop,Electronics,6,89.73,538.38
31816,2022-12-08,321,Customer_19278,200,Laptop,Electronics,3,34.84,104.52000000000001
31817,2015-04-30,909,Customer_17526,209,Coffee Maker,Electronics,3,78.25,234.75
31818,2016-10-13,776,Customer_24936,200,Laptop,Electronics,3,85.07,255.20999999999998
31819,2021-11-02,564,Customer_24083,203,Chair,Office,3,62.62,187.85999999999999
31820,2016-12-07,495,Customer_14931,202,Desk,Office,3,58.12,174.35999999999999
31821,2014-02-10,685,Customer_2855,211,Plastic Cups,Sundry,7,29.23,204.61
31822,2013-07-28,532,Customer_24645,209,Coffee Maker,Electronics,4,73.85,295.4
31823,2011-09-10,347,Customer_8829,204,Monitor,Electronics,7,99.79,698.5300000000001
31824,2022-08-01,213,Customer_84,203,Chair,Office,7,55.56,388.92
31825,2014-09-24,777,Customer_22660,200,Laptop,Electronics,2,28.17,56.34
31826,2019-06-23,811,Customer_22266,203,Chair,Office,8,93.72,749.76
31827,2023-01-26,128,Customer_5634,206,Paper,Stationery,5,10.99,54.95
31828,2012-02-26,316,Customer_7039,210,Cabinet,Office,5,24.8,124.0
31829,2022-05-28,907,Customer_25200,211,Plastic Cups,Sundry,9,78.67,708.03
31830,2017-06-24,644,Customer_26256,209,Coffee Maker,Electronics,5,23.88,119.39999999999999
31831,2016-03-05,118,Customer_28222,210,Cabinet,Office,7,28.91,202.37
31832,2012-09-20,419,Customer_7035,210,Cabinet,Office,1,9.11,9.11
31833,2022-07-15,507,Customer_23893,210,Cabinet,Office,9,74.09,666.8100000000001
31834,2015-05-16,628,Customer_18594,211,Plastic Cups,Sundry,9,65.01,585.09
31835,2012-10-12,540,Customer_9629,202,Desk,Office,5,67.69,338.45
31836,2022-07-29,851,Customer_27278,210,Cabinet,Office,5,49.85,249.25
31837,2013-12-09,239,Customer_28097,202,Desk,Office,10,3.32,33.199999999999996
31838,2019-07-11,208,Customer_2092,201,Smartphone,Electronics,6,55.38,332.28000000000003
31839,2016-08-03,449,Customer_24198,207,Pen,Stationery,1,64.82,64.82
31840,2010-04-10,544,Customer_24301,208,Notebook,Stationery,7,15.03,105.21
31841,2012-03-13,484,Customer_9378,203,Chair,Office,1,27.7,27.7
31842,2017-08-25,312,Customer_4777,211,Plastic Cups,Sundry,10,16.45,164.5
31843,2020-02-15,876,Customer_29879,202,Desk,Office,5,58.55,292.75
31844,2022-03-18,618,Customer_12990,202,Desk,Office,2,82.86,165.72
31845,2012-09-05,802,Customer_14691,210,Cabinet,Office,1,5.02,5.02
31846,2017-03-05,453,Customer_16475,206,Paper,Stationery,1,80.95,80.95
31847,2018-05-20,788,Customer_19320,200,Laptop,Electronics,6,32.77,196.62
31848,2018-06-28,377,Customer_16292,210,Cabinet,Office,2,76.98,153.96
31849,2012-12-27,579,Customer_27741,208,Notebook,Stationery,2,86.98,173.96
31850,2021-03-08,904,Customer_9633,201,Smartphone,Electronics,5,55.42,277.1
31851,2018-06-02,466,Customer_2985,206,Paper,Stationery,6,48.5,291.0
31852,2014-06-07,103,Customer_135,202,Desk,Office,3,62.6,187.8
31853,2021-02-12,533,Customer_8499,204,Monitor,Electronics,4,31.95,127.8
31854,2020-09-12,231,Customer_23558,202,Desk,Office,8,49.16,393.28
31855,2017-02-18,514,Customer_28646,207,Pen,Stationery,6,35.92,215.52
31856,2016-12-21,232,Customer_10631,210,Cabinet,Office,2,48.85,97.7
31857,2015-01-04,530,Customer_32095,209,Coffee Maker,Electronics,9,3.76,33.839999999999996
31858,2019-03-22,520,Customer_2576,206,Paper,Stationery,1,13.92,13.92
31859,2021-06-07,743,Customer_23325,210,Cabinet,Office,9,98.78,889.02
31860,2019-12-09,483,Customer_30119,201,Smartphone,Electronics,9,58.86,529.74
31861,2019-05-05,482,Customer_3787,203,Chair,Office,7,13.27,92.89
31862,2015-06-07,133,Customer_1412,208,Notebook,Stationery,6,47.96,287.76
31863,2012-10-29,245,Customer_15447,203,Chair,Office,6,36.51,219.06
31864,2019-08-05,267,Customer_11460,206,Paper,Stationery,6,32.71,196.26
31865,2015-01-19,365,Customer_16957,202,Desk,Office,9,70.87,637.83
31866,2020-02-13,841,Customer_29587,209,Coffee Maker,Electronics,3,58.1,174.3
31867,2023-08-19,106,Customer_23582,201,Smartphone,Electronics,9,79.95,719.5500000000001
31868,2012-07-23,609,Customer_13939,202,Desk,Office,7,54.59,382.13
31869,2014-11-26,965,Customer_966,204,Monitor,Electronics,9,69.4,624.6
31870,2012-09-10,669,Customer_5956,211,Plastic Cups,Sundry,5,41.25,206.25
31871,2012-02-26,971,Customer_22271,203,Chair,Office,4,60.72,242.88
31872,2017-11-09,612,Customer_4095,208,Notebook,Stationery,4,3.16,12.64
31873,2023-01-19,512,Customer_8096,207,Pen,Stationery,9,91.81,826.29
31874,2011-12-30,663,Customer_29795,208,Notebook,Stationery,2,51.82,103.64
31875,2019-12-11,224,Customer_2083,208,Notebook,Stationery,10,28.95,289.5
31876,2021-07-31,362,Customer_25961,202,Desk,Office,1,19.18,19.18
31877,2012-02-17,428,Customer_18201,203,Chair,Office,7,12.15,85.05
31878,2015-03-06,368,Customer_26893,205,Printer,Electronics,8,19.13,153.04
31879,2011-05-19,832,Customer_507,208,Notebook,Stationery,1,84.8,84.8
31880,2020-10-14,333,Customer_21307,200,Laptop,Electronics,10,27.63,276.3
31881,2019-09-20,829,Customer_21933,204,Monitor,Electronics,5,79.75,398.75
31882,2011-04-12,298,Customer_28399,200,Laptop,Electronics,10,83.5,835.0
31883,2011-09-03,864,Customer_3642,201,Smartphone,Electronics,10,87.82,878.1999999999999
31884,2023-01-21,928,Customer_23960,205,Printer,Electronics,2,5.98,11.96
31885,2016-06-27,231,Customer_12787,202,Desk,Office,10,65.89,658.9
31886,2015-08-22,765,Customer_11841,200,Laptop,Electronics,9,10.37,93.33
31887,2016-11-13,135,Customer_27772,205,Printer,Electronics,5,75.09,375.45000000000005
31888,2010-07-27,614,Customer_32730,203,Chair,Office,8,71.1,568.8
31889,2015-07-06,909,Customer_9225,200,Laptop,Electronics,1,81.37,81.37
31890,2016-02-12,634,Customer_13866,202,Desk,Office,6,46.92,281.52
31891,2012-07-02,644,Customer_20884,204,Monitor,Electronics,1,63.43,63.43
31892,2020-01-31,214,Customer_19705,206,Paper,Stationery,2,15.26,30.52
31893,2014-06-22,587,Customer_15304,206,Paper,Stationery,3,70.35,211.04999999999998
31894,2012-11-14,567,Customer_16564,205,Printer,Electronics,5,11.7,58.5
31895,2022-09-11,938,Customer_3751,208,Notebook,Stationery,1,13.27,13.27
31896,2019-09-24,204,Customer_14460,200,Laptop,Electronics,7,27.57,192.99
31897,2020-08-23,528,Customer_14389,208,Notebook,Stationery,3,32.55,97.64999999999999
31898,2011-07-10,442,Customer_13900,202,Desk,Office,7,9.68,67.75999999999999
31899,2012-12-15,471,Customer_6347,207,Pen,Stationery,5,17.14,85.7
31900,2014-04-04,508,Customer_26564,203,Chair,Office,9,2.52,22.68
31901,2020-12-28,283,Customer_4598,208,Notebook,Stationery,6,11.91,71.46000000000001
31902,2019-09-23,135,Customer_3045,208,Notebook,Stationery,5,7.78,38.9
31903,2019-12-14,436,Customer_2402,202,Desk,Office,1,16.11,16.11
31904,2010-04-01,681,Customer_4944,203,Chair,Office,8,36.86,294.88
31905,2011-11-07,655,Customer_14421,208,Notebook,Stationery,8,45.76,366.08
31906,2017-11-19,545,Customer_14323,203,Chair,Office,8,6.64,53.12
31907,2011-11-20,851,Customer_26947,204,Monitor,Electronics,6,62.59,375.54
31908,2012-06-22,937,Customer_7119,204,Monitor,Electronics,2,54.38,108.76
31909,2018-01-16,601,Customer_15995,208,Notebook,Stationery,1,63.11,63.11
31910,2020-06-20,698,Customer_5221,210,Cabinet,Office,6,73.8,442.79999999999995
31911,2014-08-06,714,Customer_25986,200,Laptop,Electronics,8,13.85,110.8
31912,2013-01-08,536,Customer_10934,203,Chair,Office,6,43.13,258.78000000000003
31913,2011-07-11,300,Customer_17400,209,Coffee Maker,Electronics,6,81.0,486.0
31914,2018-11-02,316,Customer_32060,204,Monitor,Electronics,8,28.34,226.72
31915,2012-03-06,881,Customer_15924,201,Smartphone,Electronics,1,31.51,31.51
31916,2021-11-18,801,Customer_9750,208,Notebook,Stationery,8,65.3,522.4
31917,2011-08-26,917,Customer_7482,201,Smartphone,Electronics,4,25.1,100.4
31918,2014-07-09,860,Customer_28524,204,Monitor,Electronics,10,79.23,792.3000000000001
31919,2018-12-01,262,Customer_16229,200,Laptop,Electronics,5,62.69,313.45
31920,2022-01-25,933,Customer_16225,211,Plastic Cups,Sundry,4,19.14,76.56
31921,2011-04-16,251,Customer_2836,210,Cabinet,Office,4,69.33,277.32
31922,2021-05-23,490,Customer_5182,209,Coffee Maker,Electronics,6,13.79,82.74
31923,2018-01-25,940,Customer_23242,208,Notebook,Stationery,5,79.44,397.2
31924,2015-02-14,846,Customer_9535,208,Notebook,Stationery,5,72.85,364.25
31925,2013-06-10,474,Customer_25344,200,Laptop,Electronics,9,38.9,350.09999999999997
31926,2019-09-02,993,Customer_14712,207,Pen,Stationery,7,89.91,629.37
31927,2021-06-21,755,Customer_2972,203,Chair,Office,4,82.85,331.4
31928,2015-02-05,837,Customer_31836,203,Chair,Office,6,90.09,540.54
31929,2015-06-17,443,Customer_28431,204,Monitor,Electronics,4,4.66,18.64
31930,2018-03-01,292,Customer_10155,208,Notebook,Stationery,2,60.55,121.1
31931,2013-05-05,239,Customer_20258,200,Laptop,Electronics,1,20.73,20.73
31932,2012-05-17,316,Customer_21909,205,Printer,Electronics,2,48.56,97.12
31933,2018-03-28,567,Customer_8184,210,Cabinet,Office,4,76.71,306.84
31934,2011-04-14,959,Customer_23415,209,Coffee Maker,Electronics,1,95.24,95.24
31935,2022-02-14,799,Customer_638,211,Plastic Cups,Sundry,3,27.65,82.94999999999999
31936,2011-12-29,657,Customer_27158,210,Cabinet,Office,10,96.89,968.9
31937,2018-07-06,746,Customer_24406,203,Chair,Office,6,52.58,315.48
31938,2016-11-05,446,Customer_25620,206,Paper,Stationery,4,4.61,18.44
31939,2018-12-16,937,Customer_2136,203,Chair,Office,10,90.39,903.9
31940,2015-04-08,810,Customer_3220,208,Notebook,Stationery,8,89.82,718.56
31941,2013-12-03,498,Customer_27547,200,Laptop,Electronics,4,42.34,169.36
31942,2012-01-21,569,Customer_9921,209,Coffee Maker,Electronics,8,52.07,416.56
31943,2019-06-21,832,Customer_10749,206,Paper,Stationery,7,28.47,199.29
31944,2023-03-28,342,Customer_32510,203,Chair,Office,2,91.74,183.48
31945,2011-10-23,473,Customer_29304,208,Notebook,Stationery,9,40.97,368.73
31946,2018-06-18,336,Customer_17974,208,Notebook,Stationery,7,49.43,346.01
31947,2013-08-04,902,Customer_16514,210,Cabinet,Office,5,44.42,222.10000000000002
31948,2013-02-12,605,Customer_7017,200,Laptop,Electronics,4,6.11,24.44
31949,2010-12-17,404,Customer_9843,203,Chair,Office,6,56.81,340.86
31950,2014-01-07,860,Customer_20389,208,Notebook,Stationery,10,89.47,894.7
31951,2017-01-11,635,Customer_8649,206,Paper,Stationery,10,5.44,54.400000000000006
31952,2013-02-13,689,Customer_20781,207,Pen,Stationery,7,85.46,598.2199999999999
31953,2017-03-21,909,Customer_13851,203,Chair,Office,3,37.49,112.47
31954,2018-05-22,460,Customer_5809,200,Laptop,Electronics,1,9.96,9.96
31955,2011-04-13,623,Customer_19148,200,Laptop,Electronics,8,29.7,237.6
31956,2012-11-24,688,Customer_10484,201,Smartphone,Electronics,3,38.45,115.35000000000001
31957,2016-06-22,976,Customer_22539,200,Laptop,Electronics,10,34.83,348.29999999999995
31958,2012-10-04,393,Customer_3040,204,Monitor,Electronics,10,10.47,104.7
31959,2023-05-05,929,Customer_23222,209,Coffee Maker,Electronics,5,68.04,340.20000000000005
31960,2013-03-29,455,Customer_23468,202,Desk,Office,6,49.56,297.36
31961,2015-07-14,123,Customer_15289,205,Printer,Electronics,3,85.78,257.34000000000003
31962,2019-08-29,854,Customer_18540,207,Pen,Stationery,6,6.37,38.22
31963,2019-10-05,685,Customer_8605,200,Laptop,Electronics,5,46.73,233.64999999999998
31964,2020-02-24,745,Customer_4224,206,Paper,Stationery,4,37.64,150.56
31965,2021-06-19,515,Customer_24601,204,Monitor,Electronics,9,83.21,748.89
31966,2021-08-05,177,Customer_24481,205,Printer,Electronics,4,21.75,87.0
31967,2011-03-22,878,Customer_24149,204,Monitor,Electronics,9,68.59,617.3100000000001
31968,2018-02-23,744,Customer_24136,209,Coffee Maker,Electronics,9,37.79,340.11
31969,2016-03-22,268,Customer_12921,204,Monitor,Electronics,7,65.78,460.46000000000004
