,y_test,top1_digit,top1_prob,top2_digit,top2_prob
1376,5,5,0.99999994,8,9.108327e-10
1377,6,6,0.9999061,5,9.175995e-05
1378,5,5,0.9656354,6,0.034059566
1379,0,0,0.9999977,2,2.1964843e-06
1380,9,9,0.99978447,4,0.00014741189
1381,2,2,0.99997646,8,2.3309856e-05
1382,4,4,0.99999994,9,3.3204035e-08
1383,3,3,0.99963737,6,0.0002578899
1384,3,3,0.9999952,5,2.5396655e-06
1385,9,9,0.99969447,8,0.00029747497
1386,7,7,0.9990672,3,0.00076724216
1387,6,6,0.9999996,4,3.066745e-07
1388,6,6,0.9999911,5,6.1360242e-06
1389,8,8,0.99999994,5,3.6671322e-11
1390,0,0,0.9999681,9,1.6108588e-05
1391,4,4,0.99998623,9,1.2352721e-05
1392,1,1,0.9999177,4,2.4605148e-05
1393,5,3,0.7234232,5,0.2764072
1394,8,8,0.9999103,9,6.877875e-05
1395,2,2,0.97986627,8,0.01940187
1396,9,9,0.99998873,7,7.050976e-06
1397,1,1,0.99954206,4,0.00021242393
1398,8,8,0.9999966,3,2.686032e-06
1399,0,0,0.99999565,6,4.3060595e-06
1400,6,6,0.9999195,5,6.861481e-05
1401,7,7,0.99990505,2,8.358599e-05
1402,2,2,0.9998176,7,0.00015488488
1403,1,1,0.9999165,8,3.827192e-05
1404,0,0,0.9998088,8,0.00010609486
1405,5,5,0.99998254,8,1.27061985e-05
1406,5,5,0.9999892,8,1.0686598e-05
1407,2,2,0.99999934,8,6.245917e-07
1408,0,0,0.99973834,2,0.00018213803
1409,2,2,0.99999505,0,1.9987838e-06
1410,2,2,0.99999744,8,1.9771267e-06
1411,0,0,0.99630046,8,0.003689866
1412,2,2,0.99999446,1,2.7744843e-06
1413,4,4,0.99891764,9,0.0006407825
1414,9,9,0.5715516,7,0.18613465
1415,8,8,0.92820805,6,0.06554535
1416,0,0,0.99999946,2,3.3921242e-07
1417,9,9,0.9999462,5,4.8395894e-05
1418,9,9,0.9999984,8,9.204722e-07
1419,4,4,0.9999998,9,9.803479e-08
1420,6,6,0.99999994,5,4.0656758e-08
1421,5,5,0.99999064,8,9.08172e-06
1422,4,4,0.99999815,9,1.665293e-06
1423,9,9,0.99958795,4,0.0003714288
1424,1,1,0.9999936,8,2.8591105e-06
1425,8,8,0.9999303,6,4.577464e-05
1426,3,3,0.99999994,5,1.1521765e-08
1427,4,4,0.9997406,9,0.0002482382
1428,9,9,0.9999154,4,5.1374376e-05
1429,9,9,0.97315055,4,0.024937088
1430,1,1,0.9999805,8,7.6036304e-06
1431,2,2,0.99999636,8,1.9098034e-06
1432,2,2,0.99999696,8,1.943168e-06
1433,8,8,0.9999848,3,7.363014e-06
1434,1,1,0.9999533,8,1.6018732e-05
1435,9,9,0.9998429,8,0.00013261691
1436,6,6,0.9513753,5,0.031958017
1437,4,4,0.9997444,9,0.00022989021
1438,0,0,0.9985107,6,0.0013496558
1439,9,9,0.9994365,8,0.00055357907
1440,4,4,0.99898934,9,0.00053318334
1441,8,8,0.9948332,9,0.005129347
1442,3,3,0.9999986,8,1.2078733e-06
1443,8,8,0.99999994,2,1.1734821e-10
1444,6,6,0.9997517,0,0.00019763186
1445,0,0,0.99999815,2,1.809428e-06
1446,2,2,0.9999984,1,1.101619e-06
1447,5,5,0.9987437,6,0.0011853386
1448,1,1,0.99996525,8,2.0594418e-05
1449,9,9,0.9999992,4,5.185577e-07
1450,6,6,0.9999972,4,2.7523888e-06
1451,2,2,0.9999725,8,2.157263e-05
1452,9,9,0.9999983,4,1.3376389e-06
1453,4,4,0.9999148,9,8.4696316e-05
1454,0,0,0.99998504,8,1.4496448e-05
1455,9,9,0.9997356,4,0.00023090153
1456,6,6,0.9999978,0,1.6900705e-06
1457,0,0,0.99999994,6,3.237522e-08
1458,6,6,0.99952704,5,0.0004683842
1459,2,2,0.516304,3,0.47454688
1460,5,5,0.99999994,9,2.9661553e-08
1461,4,4,0.9999781,2,1.8075714e-05
1462,2,2,0.99999815,0,1.4678146e-06
1463,3,3,0.9999183,5,7.027511e-05
1464,8,8,0.99970126,3,0.00029192504
1465,4,4,0.97384083,2,0.022188332
1466,5,5,0.9964885,3,0.003510134
1467,5,5,0.99970794,3,0.00028650757
1468,0,0,0.99793893,9,0.0017746211
1469,3,3,0.99998087,5,1.7607905e-05
1470,8,8,0.9999997,3,1.1211864e-07
1471,5,5,0.99999994,9,5.879244e-09
1472,3,3,0.99983525,5,9.143016e-05
1473,5,5,0.9999967,8,2.85783e-06
1474,8,8,0.999999,2,9.28509e-07
1475,6,6,0.9999276,0,3.2293494e-05
1476,5,5,0.9999476,3,5.2206637e-05
1477,7,7,0.9995925,2,0.0003934352
1478,6,6,0.999922,5,6.899444e-05
1479,3,3,0.99999994,5,5.0521002e-08
1480,3,3,0.9999997,5,2.146277e-07
1481,9,9,0.99997514,4,1.637249e-05
1482,6,6,0.99920505,5,0.0007853953
1483,1,1,0.99996763,4,1.5795913e-05
1484,1,1,0.99995714,8,3.3275224e-05
1485,2,2,0.99999994,0,5.6037287e-08
1486,9,9,0.9999741,8,1.9660558e-05
1487,0,0,0.9999991,6,7.090385e-07
1488,4,4,0.99999434,6,4.6680075e-06
1489,3,3,0.9999977,8,2.0580878e-06
1490,3,3,0.9999456,5,4.0970106e-05
1491,6,6,0.99999994,5,7.2475013e-09
1492,9,9,0.99977803,7,0.00010335733
1493,5,5,0.99999744,8,2.4295289e-06
1494,7,7,0.9999034,0,9.076248e-05
1495,3,3,0.9999917,2,7.1672466e-06
1496,7,7,0.99207985,9,0.005187046
1497,7,7,0.99995595,2,3.341485e-05
1498,7,7,0.999973,3,1.7170856e-05
1499,8,8,0.99999994,5,1.3600163e-08
1500,7,7,0.9837164,9,0.0056354804
1501,9,9,0.9999059,8,7.832678e-05
1502,8,8,0.9989748,6,0.0008945239
1503,3,3,0.9999853,5,1.38012365e-05
1504,0,0,0.9999986,6,5.0907397e-07
1505,7,7,0.9207019,3,0.054656845
1506,2,2,0.9999998,8,1.06736934e-07
1507,7,7,0.9972285,3,0.0019780018
1508,9,9,0.9994773,8,0.00045366553
1509,4,4,0.9991682,9,0.00074964884
1510,5,5,0.9999984,3,1.089726e-06
1511,4,4,0.9992589,8,0.00073867594
1512,9,9,0.99999565,4,2.5820998e-06
1513,3,3,0.9999952,5,4.6669115e-06
1514,2,2,0.99965525,8,0.0003372125
1515,1,1,0.99990195,8,5.7505953e-05
1516,4,4,0.999733,6,0.00016852074
1517,0,0,0.9999998,2,8.880489e-08
1518,2,2,0.99996585,7,1.6847345e-05
1519,3,3,0.9999998,5,5.999906e-08
1520,7,2,0.511473,7,0.449919
1521,5,5,0.99999994,9,6.864961e-10
1522,7,9,0.693735,7,0.19624077
1523,8,8,0.99851805,5,0.0011342089
1524,8,8,0.99999267,3,7.252548e-06
1525,5,5,0.9998912,3,9.88704e-05
1526,0,0,0.9999948,8,4.943141e-06
1527,1,1,0.8568584,5,0.142395
1528,1,1,0.9999911,6,4.1364005e-06
1529,4,4,0.99999994,6,4.2227075e-09
1530,8,8,0.79781735,7,0.20065542
1531,3,3,0.99939406,5,0.0006059097
1532,9,9,0.9996456,8,0.00035353753
1533,0,0,0.99982595,6,0.00016329938
1534,0,0,0.9999984,2,9.569525e-07
1535,0,0,0.9999928,8,3.5723176e-06
1536,6,6,0.9999868,5,1.2966145e-05
1537,6,6,0.9999991,5,5.5411465e-07
1538,2,2,0.9999984,8,1.0479042e-06
1539,3,3,0.9999998,5,1.3497407e-07
1540,7,7,0.9999649,2,2.3026822e-05
1541,8,8,0.99999994,6,5.5567035e-09
1542,4,4,0.99999994,5,2.6814362e-08
1543,7,7,0.77004504,3,0.22940743
1544,7,7,0.99998707,3,1.0654631e-05
1545,9,9,0.9999965,8,1.1035538e-06
1546,2,2,0.9999712,8,2.761297e-05
1547,4,4,0.999486,5,0.0004854311
1548,1,1,0.99975216,2,0.0001236991
1549,4,4,0.9208582,6,0.07490063
1550,5,5,0.9999986,8,1.3331107e-06
1551,2,2,0.97968245,8,0.020045485
1552,4,4,0.9996143,9,0.00037664868
1553,9,9,0.6053884,5,0.2122473
1554,9,9,0.972327,8,0.021582095
1555,1,1,0.9999954,7,2.6501548e-06
1556,8,8,0.99999994,2,1.28206725e-08
1557,4,4,0.9999998,9,1.08005e-07
1558,0,0,0.99996704,2,1.3312754e-05
1559,9,9,0.44099963,5,0.4202698
1560,8,8,0.99999994,2,1.841537e-09
1561,4,4,0.9999992,2,3.1278952e-07
1562,8,8,0.99999446,0,4.6147547e-06
1563,7,7,0.9999512,9,4.298087e-05
1564,7,7,0.99995214,2,2.4344505e-05
1565,0,0,0.9999992,2,3.1320621e-07
1566,7,7,0.9915126,2,0.005567289
1567,8,8,0.9999996,9,3.154266e-07
1568,8,8,0.99999994,5,2.210773e-08
1569,6,6,0.999008,4,0.0008598372
1570,0,0,0.87024444,4,0.1268246
1571,4,4,0.9999991,9,8.034979e-07
1572,8,8,0.99999994,9,5.2475748e-08
1573,8,8,0.99999875,2,1.1927976e-06
1574,2,2,0.99999994,1,1.8257962e-08
1575,4,4,0.99999994,2,6.3517307e-09
1576,7,7,0.98515105,2,0.013099656
1577,6,6,0.99999994,5,5.4525255e-08
1578,6,6,0.99999934,5,5.944138e-07
1579,6,6,0.99984884,8,0.00012435192
1580,4,4,0.9999464,8,4.1082236e-05
1581,7,7,0.9902608,3,0.0075903917
1582,1,1,0.9999973,8,1.7350609e-06
1583,8,8,0.9995472,9,0.00021284357
1584,8,8,0.99999124,2,5.4632796e-06
1585,2,2,0.99995834,3,3.8489226e-05
1586,3,3,0.99999934,9,2.5142194e-07
1587,6,6,0.9999638,5,3.3969107e-05
1588,3,3,0.99999994,5,4.9198876e-09
1589,0,0,0.9999537,6,3.8409587e-05
1590,0,0,0.9999886,8,6.9810944e-06
1591,3,3,0.9999555,8,4.430332e-05
1592,7,7,0.99827296,3,0.0015742052
1593,6,6,0.9985795,0,0.00063951453
1594,9,9,0.9996908,8,0.00027840596
1595,7,7,0.73770994,2,0.1814498
1596,9,9,0.9999488,8,4.524585e-05
1597,9,9,0.99957234,8,0.00041406884
1598,5,5,0.99999994,8,3.6650032e-09
1599,4,4,0.9999997,2,1.7275188e-07
1600,3,3,0.9780247,5,0.021962471
1601,3,3,0.9999991,7,8.430839e-07
1602,6,6,0.99999815,5,1.4906963e-06
1603,1,1,0.999988,8,5.466175e-06
1604,2,2,0.99998003,8,1.8772911e-05
1605,3,3,0.99999994,5,3.894055e-08
1606,7,7,0.9999395,2,3.5291625e-05
1607,3,3,0.9983758,5,0.0015584298
1608,3,3,0.99999887,5,1.0921266e-06
1609,2,2,0.999917,0,7.917767e-05
1610,0,0,0.99999326,2,5.9273207e-06
1611,3,3,0.92048824,5,0.051059335
1612,3,3,0.9999576,5,4.23548e-05
1613,8,8,0.99999994,2,1.7240817e-08
1614,4,4,0.9994632,9,0.00038514385
1615,3,3,0.99999994,8,5.5669402e-09
1616,6,6,0.9999961,5,1.9969186e-06
1617,3,3,0.9999667,8,2.857811e-05
1618,5,5,0.97001165,8,0.018891478
1619,0,0,0.9999892,8,5.0676135e-06
1620,2,2,0.9999772,3,1.2636802e-05
1621,0,6,0.78845537,0,0.2115427
1622,9,9,0.999996,4,2.2719626e-06
1623,0,0,0.99999994,6,3.2699667e-08
1624,7,7,0.9969942,9,0.002123369
1625,4,4,0.9999991,2,7.4919456e-07
1626,6,6,0.9997113,5,0.00026000416
1627,9,9,0.99861735,0,0.0012617765
1628,3,3,0.99999076,5,9.163736e-06
1629,5,5,0.99999994,3,3.2254397e-09
1630,1,1,0.99999887,2,4.605531e-07
1631,9,9,0.9986701,7,0.001176046
1632,6,6,0.9999992,4,3.7379388e-07
1633,1,1,0.99999624,8,2.0738153e-06
1634,4,4,0.8645024,9,0.06598669
1635,5,5,0.999999,6,7.942254e-07
1636,4,4,0.9999408,2,5.739061e-05
1637,5,5,0.99994105,3,2.9948347e-05
1638,0,0,0.9999619,2,2.4220064e-05
1639,5,5,0.9999972,9,2.6709397e-06
1640,9,9,0.9999904,4,7.129321e-06
1641,5,5,0.99455947,6,0.00436244
1642,2,2,0.99999326,8,4.102467e-06
1643,1,1,0.9999979,8,8.676654e-07
1644,2,2,0.9999905,8,7.3105934e-06
1645,9,9,0.99999386,8,5.1666802e-06
1646,1,1,0.9999967,2,2.074101e-06
1647,9,9,0.99999756,8,1.3726788e-06
1648,9,9,0.99978137,7,0.0001898551
1649,4,4,0.99998206,9,1.3308434e-05
1650,0,0,0.99999326,2,6.680473e-06
1651,8,8,0.99999994,2,3.7730508e-09
1652,4,4,0.9999983,9,1.4476434e-06
1653,5,5,0.9999998,3,1.0936112e-07
1654,2,2,0.99771696,3,0.001401299
1655,9,9,0.99996513,8,3.3364144e-05
1656,2,2,0.9999998,1,1.09517046e-07
1657,1,1,0.9999327,8,2.9751845e-05
1658,2,2,0.9999991,1,5.241441e-07
1659,1,1,0.9999724,8,1.3387905e-05
1660,7,7,0.9982848,2,0.001585375
1661,3,3,0.9999998,8,6.650328e-08
1662,6,6,0.9999998,5,9.215632e-08
1663,8,8,0.99999994,3,6.0150516e-09
1664,8,8,0.9999998,6,1.1495439e-07
1665,4,4,0.99999505,9,3.0538768e-06
1666,9,9,0.9995902,8,0.0004077182
1667,1,1,0.99899954,2,0.00069395377
1668,9,9,0.9999886,8,1.03521215e-05
1669,8,8,0.99997824,3,1.5647855e-05
1670,5,5,0.9999903,8,7.0804335e-06
1671,7,7,0.99885833,3,0.0008721794
1672,5,5,0.9999543,9,4.0303665e-05
1673,1,1,0.99623126,9,0.0019359099
1674,1,1,0.999963,7,1.2556497e-05
1675,8,8,0.99999994,2,1.4910926e-08
1676,6,6,0.9970213,5,0.002793867
1677,5,5,0.9999725,8,2.3358634e-05
1678,2,2,0.99573123,0,0.0040489566
1679,4,4,0.9999998,9,4.064768e-08
1680,4,4,0.99993306,8,4.774225e-05
1681,3,3,0.9988769,7,0.0010339587
1682,2,2,0.9999375,0,4.9412953e-05
1683,3,3,0.99999994,8,3.3628496e-09
1684,5,5,0.9999998,8,1.0943268e-07
1685,6,6,0.9999998,5,7.507447e-08
1686,8,6,0.61032456,8,0.3855268
1687,8,8,0.99998456,9,1.3809455e-05
1688,6,6,0.9998474,5,0.00014806366
1689,2,2,0.9999866,0,5.6835024e-06
1690,3,3,0.999996,5,3.4086784e-06
1691,1,1,0.9757516,8,0.011823795
1692,0,0,0.99999875,2,4.3351235e-07
1693,5,5,0.99999994,3,1.2146081e-08
1694,8,8,0.99995345,2,4.3698896e-05
1695,9,9,0.99915236,7,0.00064180075
1696,2,2,0.99931616,1,0.00058109453
1697,9,9,0.9986202,4,0.0012138431
1698,6,6,0.99999994,5,1.8146231e-09
1699,7,7,0.9999507,2,4.289077e-05
1700,0,0,0.9999998,6,5.3130677e-08
1701,4,4,0.9970887,5,0.002081462
1702,8,8,0.9998698,5,0.000117781536
1703,7,7,0.99366117,3,0.0040715453
1704,1,1,0.9999016,8,8.258835e-05
1705,7,7,0.9999575,3,2.9130213e-05
1706,4,4,0.99999434,9,5.5854666e-06
1707,1,1,0.99813193,4,0.0014304002
1708,0,0,0.999999,6,8.902498e-07
1709,9,5,0.9602193,3,0.029967953
1710,7,7,0.9990286,9,0.0009418754
1711,2,2,0.99986935,8,7.026095e-05
1712,0,0,0.99908745,9,0.0009008266
1713,0,0,0.99999803,9,8.197221e-07
1714,9,9,0.9999986,4,1.0024783e-06
1715,1,1,0.99998707,8,4.009702e-06
1716,7,7,0.9741032,1,0.01642031
1717,8,8,0.82747346,0,0.1708044
1718,7,7,0.9682671,2,0.031601477
1719,8,8,0.99999994,9,1.5791593e-10
1720,4,4,0.99999577,6,2.5860702e-06
1721,7,7,0.92061806,9,0.07354276
1722,2,2,0.9842175,7,0.015774151
1723,0,0,0.9999996,2,1.16890526e-07
1724,4,4,0.99999684,9,2.9665398e-06
1725,6,6,0.9883789,8,0.010150969
1726,0,0,0.99999577,9,2.4974954e-06
1727,3,3,0.9999991,5,8.1946973e-07
1728,1,1,0.99997395,8,7.73344e-06
1729,1,1,0.9998708,2,7.0401635e-05
1730,3,3,0.9996106,5,0.0002452588
1731,3,3,0.9999998,8,8.422467e-08
1732,9,9,0.9984017,5,0.0010986567
1733,6,6,0.9999998,0,7.786805e-08
1734,7,7,0.9999992,9,2.9196565e-07
1735,4,4,0.99997383,2,2.3068393e-05
1736,1,1,0.99992186,4,1.9853178e-05
1737,5,5,0.9144568,3,0.05898428
1738,3,3,0.99999994,5,2.1253417e-08
1739,0,0,0.99999577,2,2.6777761e-06
1740,8,8,0.9999977,6,1.9893566e-06
1741,7,7,0.99997276,1,1.7278991e-05
1742,3,3,0.9999998,8,7.3713444e-08
1743,9,9,0.99976707,8,0.00017288647
1744,6,6,0.9999986,5,1.1426899e-06
1745,9,9,0.9999966,8,2.1981791e-06
1746,3,3,0.9999513,5,4.619243e-05
1747,5,5,0.99976707,8,0.00022870864
1748,0,0,0.9986091,6,0.001125624
1749,2,2,0.9999899,8,9.545851e-06
1750,7,7,0.99576545,2,0.0040305546
1751,4,4,0.9889636,2,0.011024834
1752,5,5,0.99999994,3,1.16702825e-08
1753,1,1,0.9999526,4,1.8245464e-05
1754,7,7,0.9982767,2,0.0013560179
1755,5,5,0.9999817,3,1.2379814e-05
1756,8,8,0.99999994,2,8.811758e-10
1757,0,0,0.9999952,6,2.8790396e-06
1758,8,8,0.9999996,9,2.9245538e-07
1759,8,8,0.9999507,9,1.666969e-05
1760,1,1,0.9996304,8,0.000117210286
1761,5,5,0.99984884,9,0.00015107937
1762,0,0,0.99997586,5,1.6265229e-05
1763,3,3,0.9999959,5,3.706838e-06
1764,0,0,0.99998873,2,9.411459e-06
1765,3,3,0.9999934,8,5.0028616e-06
1766,1,1,0.9999984,4,6.9290115e-07
1767,4,4,0.99998695,2,1.1957762e-05
1768,0,0,0.9999991,8,3.6279616e-07
1769,3,3,0.9999847,2,8.462137e-06
1770,7,7,0.9999967,3,1.5644853e-06
1771,2,2,0.99999636,3,1.8080965e-06
1772,7,7,0.9999985,4,1.3819244e-06
1773,1,1,0.99992687,6,5.9065434e-05
1774,8,8,0.99998695,5,7.0835235e-06
1775,0,0,0.9999444,8,2.852307e-05
1776,7,7,0.9808328,3,0.015794724
1777,0,0,0.99999946,2,4.448338e-07
1778,4,4,0.9999866,9,1.2749207e-05
1779,3,3,0.9999998,5,9.089142e-08
1780,1,1,0.99999934,8,2.4195043e-07
1781,9,9,0.9999638,0,2.3355979e-05
1782,8,8,0.9995318,9,0.000461145
1783,7,7,0.9999754,2,2.2271222e-05
1784,7,7,0.99997586,3,2.0956633e-05
1785,1,1,0.99916714,2,0.0003048443
1786,4,4,0.9998959,8,8.056217e-05
1787,9,9,0.9999997,4,2.0090124e-07
1788,9,9,0.999957,8,3.9402938e-05
1789,3,3,0.99992675,8,4.5089142e-05
1790,2,7,0.93337125,2,0.051385406
1791,1,1,0.9999952,7,2.222686e-06
1792,7,7,0.99978757,3,0.00014036501
1793,9,9,0.9999955,4,3.3255483e-06
1794,0,0,0.99998254,2,1.2883715e-05
1795,2,2,0.99999994,8,6.2143046e-09
1796,0,0,0.99998575,6,1.2023236e-05
1797,3,3,0.98555267,5,0.014447336
1798,3,3,0.9999991,5,8.259355e-07
1799,7,7,0.99940455,3,0.0004981661
1800,6,6,0.9999303,4,6.221712e-05
1801,9,9,0.9996229,8,0.00034638774
1802,2,2,0.9999921,3,4.663085e-06
1803,3,3,0.99999934,5,5.4963283e-07
1804,3,3,0.99999994,8,3.433065e-08
1805,7,7,0.9999605,2,3.0914525e-05
1806,7,7,0.9672908,2,0.02725767
1807,0,0,0.99997884,9,1.2272231e-05
1808,0,0,0.9899394,4,0.0048076375
1809,7,7,0.91799694,9,0.061226577
1810,5,5,0.9999998,3,8.418645e-08
1811,2,2,0.99999446,0,2.6262906e-06
1812,9,9,0.99999684,8,2.235777e-06
1813,8,8,0.99993175,2,6.7809335e-05
1814,7,7,0.99999183,2,3.2196347e-06
1815,4,4,0.9999998,9,9.808342e-08
1816,4,4,0.99794394,9,0.0017145253
1817,2,2,0.9999873,1,1.2448525e-05
1818,6,6,0.9999859,5,1.3823203e-05
1819,6,6,0.9999884,8,7.1733775e-06
1820,1,1,0.9999996,4,1.9747101e-07
1821,9,9,0.9999996,8,2.973296e-07
1822,6,6,0.92572933,5,0.07419312
1823,8,8,0.9996884,2,0.0002704193
1824,2,2,0.9999971,8,1.9038945e-06
1825,9,9,0.9998708,3,8.971096e-05
1826,0,0,0.9999941,9,2.88191e-06
1827,8,8,0.99999994,3,2.9047706e-08
1828,3,3,0.9883036,7,0.0055307765
1829,1,1,0.9997883,9,7.983293e-05
1830,1,1,0.9999899,8,8.23016e-06
1831,6,6,0.9999917,5,8.098623e-06
1832,3,3,0.9999991,5,8.68467e-07
1833,5,5,0.9999699,3,2.9755847e-05
1834,1,1,0.9999351,7,2.4414609e-05
1835,1,1,0.99997467,4,1.0584306e-05
1836,1,1,0.99987555,8,9.177718e-05
1837,3,3,0.9999971,5,2.8652155e-06
1838,1,1,0.7641592,2,0.23524126
1839,2,2,0.99969876,8,0.00020429319
1840,3,3,0.99999994,5,2.8213833e-08
1841,0,0,0.9999111,6,8.173405e-05
1842,2,2,0.9999998,1,6.771426e-08
1843,0,0,0.99993676,2,5.910084e-05
1844,1,1,0.9994546,8,0.00023182831
1845,3,3,0.99999994,5,2.468671e-09
1846,5,5,0.9999922,8,6.0838574e-06
1847,5,5,0.99741787,6,0.0021134606
1848,7,7,0.99995106,3,4.106202e-05
1849,4,4,0.99939525,8,0.0005374574
1850,8,8,0.999914,9,6.193574e-05
1851,9,9,0.99995774,8,3.8652855e-05
1852,6,6,0.9999046,5,8.360827e-05
1853,9,9,0.9984681,8,0.0009944331
1854,6,6,0.9999998,5,1.4913833e-07
1855,8,8,0.9999775,9,1.7973169e-05
1856,3,3,0.9999952,8,4.0196587e-06
1857,6,6,0.9999972,5,2.7642236e-06
1858,6,6,0.9999997,5,2.5769182e-07
1859,8,8,0.9999867,2,1.3246425e-05
1860,5,5,0.9999979,9,2.0460332e-06
1861,1,1,0.9997854,8,0.00011404097
1862,4,4,0.999981,9,1.649307e-05
1863,2,2,0.9999921,8,5.7305633e-06
1864,4,4,0.99999934,8,3.1118793e-07
1865,4,4,0.98240995,7,0.014941483
1866,5,5,0.9999997,8,1.9509675e-07
1867,1,1,0.9999861,7,4.4793273e-06
1868,1,1,0.9990667,4,0.0005843139
1869,9,9,0.99995536,4,3.506242e-05
1870,0,0,0.9999916,2,6.8558693e-06
1871,2,2,0.99865574,8,0.0012140068
1872,4,4,0.999999,7,3.1611214e-07
1873,9,9,0.9999984,3,8.1074893e-07
1874,5,5,0.99999255,6,6.7135643e-06
1875,7,7,0.99973476,2,0.00025822956
1876,1,1,0.9999772,8,1.3809497e-05
1877,8,8,0.9999983,9,1.4203205e-06
1878,8,3,0.55903,8,0.40365288
1879,5,5,0.9999998,8,9.6260095e-08
1880,6,6,0.995248,0,0.00383628
1881,9,9,0.99998206,8,1.5893711e-05
1882,8,8,0.9999997,3,2.943545e-07
1883,7,7,0.9998102,9,0.00016103227
1884,1,1,0.99996036,7,1.3192396e-05
1885,1,1,0.9999903,8,7.1086674e-06
1886,6,6,0.9998238,5,9.57524e-05
1887,7,7,0.9999549,5,1.2383933e-05
1888,6,6,0.9994186,5,0.000444627
1889,3,3,0.99999934,5,5.431092e-07
1890,2,2,0.99999994,8,3.7460954e-09
1891,2,2,0.99999994,0,1.1218343e-08
1892,0,0,0.99999946,5,2.4233978e-07
1893,8,8,0.99999934,3,5.372499e-07
1894,9,9,0.9996971,8,0.00027151965
1895,2,2,0.9999935,3,6.3550447e-06
1896,5,5,0.999986,9,1.3951006e-05
1897,1,1,0.9999607,8,3.503961e-05
1898,0,0,0.9954544,6,0.0045355177
1899,8,8,0.9998881,3,8.4149084e-05
1900,1,1,0.9989057,4,0.00064241193
1901,9,8,0.8119928,4,0.18543527
1902,5,5,0.9999986,3,1.0153424e-06
1903,7,7,0.74104875,2,0.25865304
1904,9,9,0.9999574,8,3.963197e-05
1905,6,6,0.9999998,5,8.1295404e-08
1906,9,9,0.9999774,8,1.5469846e-05
1907,0,0,0.9999992,8,5.2597693e-07
1908,6,6,0.99994785,5,2.49052e-05
1909,1,1,0.7086283,7,0.20468752
1910,5,5,0.99999875,9,1.2122172e-06
1911,5,5,0.99887764,8,0.0009545379
1912,8,8,0.99999994,5,1.7989302e-08
1913,3,3,0.9947367,8,0.0051969658
1914,8,8,0.99999994,5,8.471648e-10
1915,2,2,0.9999626,3,1.7784005e-05
1916,6,6,0.9998824,5,0.000108195985
1917,5,5,0.9999996,8,3.0590923e-07
1918,0,0,0.9999911,8,3.1229476e-06
1919,7,7,0.9995435,3,0.00042721536
1920,4,4,0.9998317,7,0.00011451565
1921,6,6,0.99999994,4,2.364125e-09
1922,1,1,0.99999565,8,3.4621678e-06
1923,3,3,0.99999994,8,8.85959e-09
1924,4,4,0.99998754,9,1.1168978e-05
1925,7,7,0.9999755,2,9.924012e-06
1926,3,3,0.99989086,8,0.00010010204
1927,2,2,0.99999636,1,1.8130072e-06
1928,3,3,0.9999986,5,1.0929787e-06
1929,4,4,0.99193156,7,0.0072512627
1930,2,2,0.9999998,4,8.1315875e-08
1931,5,5,0.99999887,3,1.1137699e-06
1932,2,2,0.9999948,7,5.064245e-06
1933,7,7,0.99974453,2,0.0001423818
1934,1,1,0.99998945,7,3.8290686e-06
1935,7,7,0.99851733,3,0.0008759413
1936,2,2,0.9999998,0,6.9259265e-08
1937,6,6,0.9999853,5,1.419952e-05
1938,4,4,0.99974585,6,0.0001488001
1939,1,1,0.9998641,8,6.6997345e-05
1940,5,5,0.9966952,8,0.0030700944
1941,7,7,0.8799629,2,0.11503453
1942,8,8,0.99998194,2,1.7864548e-05
1943,6,6,0.99988455,5,9.628293e-05
1944,0,0,0.9999184,9,4.192183e-05
1945,1,1,0.99956137,2,0.00038757976
1946,8,8,0.99999994,2,4.0618776e-08
1947,2,2,0.9999961,3,1.6000339e-06
1948,5,5,0.96611935,8,0.032659546
1949,7,7,0.9858174,2,0.013865814
1950,7,7,0.9999022,3,6.207526e-05
1951,6,6,0.99999565,4,2.1890016e-06
1952,9,9,0.94756615,3,0.02781248
1953,3,3,0.9999843,5,1.3161246e-05
1954,5,5,0.9999717,9,2.2386983e-05
1955,8,8,0.99796474,2,0.0020350702
1956,4,4,0.9996673,2,0.00020082404
1957,2,2,0.99999994,4,6.282522e-09
1958,4,4,0.99999994,5,6.259414e-09
1959,0,0,0.9999885,6,6.8702734e-06
1960,8,8,0.99999994,2,3.562157e-08
1961,8,8,0.99999946,2,4.4848176e-07
1962,3,3,0.9999998,5,9.064592e-08
1963,4,4,0.9997488,9,0.00023787831
1964,9,9,0.99989253,8,0.000104341976
1965,2,2,0.99977183,1,0.00015024835
1966,7,7,0.99998957,3,8.959142e-06
1967,5,5,0.99999994,9,2.0498907e-08
1968,8,8,0.99336225,9,0.006619854
1969,6,6,0.9964799,0,0.0034768179
1970,5,5,0.9999998,9,1.2015495e-07
1971,6,6,0.99998575,5,1.3413299e-05
1972,0,0,0.9999984,2,1.374902e-06
1973,8,8,0.9999948,6,2.7263286e-06
1974,6,6,0.9999998,5,1.2703933e-07
1975,7,7,0.99976254,3,0.00018686359
1976,3,3,0.999953,5,4.5369317e-05
1977,6,6,0.99999946,5,3.2236395e-07
1978,4,4,0.99998635,9,1.0726828e-05
1979,9,9,0.9998923,8,8.30699e-05
1980,4,4,0.9999997,2,1.363929e-07
1981,6,6,0.99982953,4,7.691405e-05
1982,6,6,0.92225903,5,0.041526303
1983,3,3,0.99999636,8,3.5730152e-06
